job_id,title,company_size,industry,country,city,remote_type,employment_type,experience_level,date_posted
764,Software Engineer,Startup (1-50),EdTech,Germany,Hamburg,Hybrid,Full-time,Senior,2024-04-14
765,Data Analyst,Small (51-200),E-Commerce,Spain,Valencia,On-site,Full-time,Executive,2024-05-15
766,DevOps Engineer,Startup (1-50),FinTech,Spain,Madrid,Remote,Full-time,Executive,2023-06-26
767,iOS Developer,Large (1001-5000),HealthTech,Spain,Madrid,Hybrid,Contract,Entry,2023-04-19
768,Business Intelligence Analyst,Small (51-200),Consulting,United States,Austin,Remote,Full-time,Executive,2024-11-25
769,Data Engineer,Enterprise (5000+),SaaS,Switzerland,Geneva,Remote,Contract,Executive,2023-02-16
770,Backend Engineer,Startup (1-50),E-Commerce,Poland,Warsaw,Remote,Contract,Entry,2024-12-14
771,Data Analyst,Small (51-200),HealthTech,Canada,Montreal,On-site,Full-time,Lead,2024-10-09
772,Data Analyst,Large (1001-5000),HealthTech,Poland,Krakow,Remote,Full-time,Entry,2024-12-24
773,iOS Developer,Large (1001-5000),Automotive,Spain,Valencia,Hybrid,Full-time,Lead,2024-06-19
774,Machine Learning Engineer,Enterprise (5000+),Logistics,Australia,Melbourne,Hybrid,Full-time,Mid,2024-09-18
775,Backend Engineer,Startup (1-50),EdTech,United States,Seattle,Hybrid,Full-time,Lead,2023-04-08
776,Product Manager,Small (51-200),SaaS,Poland,Krakow,Hybrid,Full-time,Executive,2023-10-11
777,Data Engineer,Large (1001-5000),FinTech,Germany,Munich,Hybrid,Full-time,Mid,2023-02-25
778,iOS Developer,Large (1001-5000),Logistics,Spain,Barcelona,Remote,Full-time,Mid,2023-02-14
779,Product Manager,Small (51-200),HealthTech,United States,San Francisco,On-site,Full-time,Mid,2023-03-14
780,DevOps Engineer,Enterprise (5000+),Consulting,Netherlands,Utrecht,Hybrid,Full-time,Executive,2023-08-24
781,Machine Learning Engineer,Small (51-200),Gaming,United States,Seattle,Hybrid,Contract,Entry,2023-08-14
782,Business Intelligence Analyst,Startup (1-50),Cybersecurity,United States,Austin,On-site,Full-time,Lead,2024-04-10
783,Backend Engineer,Large (1001-5000),Automotive,United Kingdom,Bristol,Hybrid,Full-time,Mid,2023-07-27
784,Software Engineer,Startup (1-50),Logistics,Canada,Toronto,Remote,Full-time,Executive,2024-04-14
785,Backend Engineer,Medium (201-1000),Cybersecurity,Switzerland,Zurich,Hybrid,Contract,Mid,2023-06-24
786,Machine Learning Engineer,Large (1001-5000),SaaS,Poland,Wroclaw,On-site,Full-time,Entry,2024-08-28
787,iOS Developer,Large (1001-5000),Consulting,Australia,Melbourne,Hybrid,Full-time,Entry,2024-03-20
788,Business Intelligence Analyst,Enterprise (5000+),FinTech,Poland,Warsaw,On-site,Full-time,Mid,2023-02-11
789,Product Manager,Large (1001-5000),HealthTech,Australia,Brisbane,Hybrid,Full-time,Entry,2024-04-08
790,Data Engineer,Startup (1-50),SaaS,Australia,Sydney,Hybrid,Full-time,Executive,2023-05-16
791,Machine Learning Engineer,Startup (1-50),Logistics,Canada,Vancouver,Hybrid,Full-time,Entry,2024-08-07
792,DevOps Engineer,Small (51-200),Consulting,Sweden,Stockholm,On-site,Full-time,Lead,2024-10-03
793,Cloud Architect,Startup (1-50),EdTech,Australia,Brisbane,Hybrid,Full-time,Entry,2023-02-03
794,iOS Developer,Enterprise (5000+),HealthTech,France,Lyon,Hybrid,Full-time,Executive,2024-09-27
795,Software Engineer,Medium (201-1000),Consulting,Canada,Montreal,On-site,Full-time,Executive,2024-04-21
796,Backend Engineer,Small (51-200),EdTech,Poland,Warsaw,Hybrid,Part-time,Senior,2024-12-27
797,Backend Engineer,Enterprise (5000+),Cybersecurity,Netherlands,Amsterdam,Remote,Full-time,Mid,2024-12-20
798,Machine Learning Engineer,Medium (201-1000),Gaming,Netherlands,Utrecht,On-site,Full-time,Senior,2023-10-11
799,Backend Engineer,Large (1001-5000),HealthTech,Germany,Berlin,Hybrid,Full-time,Senior,2024-04-26
800,DevOps Engineer,Medium (201-1000),HealthTech,Sweden,Gothenburg,On-site,Working Student,Executive,2023-07-12
801,Data Engineer,Small (51-200),HealthTech,Australia,Sydney,Remote,Working Student,Lead,2023-06-18
802,Security Engineer,Large (1001-5000),FinTech,France,Paris,Remote,Full-time,Mid,2023-10-28
803,Product Manager,Large (1001-5000),FinTech,Switzerland,Basel,Hybrid,Full-time,Mid,2023-10-26
804,Software Engineer,Enterprise (5000+),Consulting,Netherlands,Amsterdam,Hybrid,Full-time,Mid,2024-11-02
805,DevOps Engineer,Enterprise (5000+),Automotive,Spain,Barcelona,On-site,Full-time,Executive,2024-08-03
806,Data Analyst,Small (51-200),FinTech,United Kingdom,Edinburgh,Hybrid,Working Student,Senior,2023-06-01
807,DevOps Engineer,Enterprise (5000+),Automotive,Canada,Vancouver,On-site,Part-time,Mid,2023-07-06
808,Data Analyst,Startup (1-50),E-Commerce,United Kingdom,Manchester,Remote,Full-time,Mid,2024-03-27
809,Data Analyst,Enterprise (5000+),Consulting,France,Lyon,Hybrid,Full-time,Mid,2023-06-01
810,Product Manager,Enterprise (5000+),Gaming,Canada,Vancouver,Hybrid,Working Student,Mid,2024-05-26
811,Backend Engineer,Startup (1-50),EdTech,United Kingdom,Bristol,On-site,Full-time,Mid,2023-12-06
812,iOS Developer,Medium (201-1000),Cybersecurity,Spain,Valencia,On-site,Contract,Lead,2024-11-13
813,Backend Engineer,Large (1001-5000),EdTech,United Kingdom,Bristol,On-site,Full-time,Entry,2023-04-30
814,Frontend Engineer,Small (51-200),FinTech,France,Paris,Hybrid,Full-time,Executive,2024-09-14
815,Business Intelligence Analyst,Small (51-200),SaaS,Spain,Madrid,On-site,Contract,Executive,2023-01-24
816,DevOps Engineer,Enterprise (5000+),Cybersecurity,United States,Boston,Hybrid,Full-time,Entry,2024-09-11
817,Cloud Architect,Large (1001-5000),Consulting,India,Bangalore,Remote,Contract,Senior,2024-01-31
818,iOS Developer,Medium (201-1000),EdTech,Canada,Toronto,Hybrid,Full-time,Senior,2023-03-31
819,DevOps Engineer,Large (1001-5000),Gaming,Netherlands,Utrecht,Remote,Contract,Lead,2024-02-29
820,Data Analyst,Medium (201-1000),Consulting,United Kingdom,London,Hybrid,Contract,Mid,2023-03-09
821,Data Engineer,Large (1001-5000),E-Commerce,Poland,Krakow,Hybrid,Full-time,Entry,2024-07-23
822,Business Intelligence Analyst,Small (51-200),EdTech,Australia,Brisbane,Remote,Full-time,Mid,2024-05-17
823,Business Intelligence Analyst,Large (1001-5000),FinTech,Germany,Hamburg,Hybrid,Full-time,Senior,2023-01-03
824,iOS Developer,Startup (1-50),Gaming,United Kingdom,Edinburgh,Hybrid,Contract,Lead,2023-07-03
825,Cloud Architect,Startup (1-50),HealthTech,Australia,Brisbane,Remote,Full-time,Mid,2024-09-05
826,Business Intelligence Analyst,Enterprise (5000+),Logistics,Sweden,Gothenburg,Hybrid,Full-time,Lead,2024-12-11
827,Product Manager,Startup (1-50),FinTech,United States,Seattle,On-site,Full-time,Executive,2023-05-30
828,Security Engineer,Medium (201-1000),Gaming,Canada,Vancouver,Remote,Full-time,Mid,2024-10-13
829,iOS Developer,Enterprise (5000+),SaaS,Canada,Toronto,Hybrid,Full-time,Senior,2024-10-05
830,Business Intelligence Analyst,Enterprise (5000+),Automotive,United Kingdom,London,Hybrid,Full-time,Mid,2023-10-05
831,Security Engineer,Startup (1-50),E-Commerce,Spain,Valencia,Hybrid,Full-time,Senior,2023-01-14
832,Backend Engineer,Large (1001-5000),HealthTech,United Kingdom,Edinburgh,Hybrid,Working Student,Lead,2023-08-12
833,Machine Learning Engineer,Enterprise (5000+),EdTech,United Kingdom,Manchester,Hybrid,Working Student,Executive,2024-12-30
834,Frontend Engineer,Startup (1-50),FinTech,India,Bangalore,Remote,Full-time,Lead,2024-05-06
835,Security Engineer,Small (51-200),Cybersecurity,Canada,Vancouver,On-site,Contract,Senior,2024-06-19
836,Security Engineer,Startup (1-50),E-Commerce,Canada,Toronto,Hybrid,Full-time,Senior,2024-12-11
837,iOS Developer,Small (51-200),HealthTech,United Kingdom,Manchester,Remote,Full-time,Mid,2023-03-21
838,Frontend Engineer,Small (51-200),EdTech,Germany,Frankfurt,Remote,Contract,Entry,2024-08-30
839,Data Engineer,Startup (1-50),HealthTech,Germany,Frankfurt,Remote,Full-time,Senior,2023-05-07
840,Business Intelligence Analyst,Small (51-200),E-Commerce,Poland,Warsaw,Hybrid,Full-time,Mid,2023-10-12
841,Backend Engineer,Enterprise (5000+),EdTech,Poland,Krakow,On-site,Full-time,Mid,2024-08-06
842,Business Intelligence Analyst,Enterprise (5000+),Automotive,United States,San Francisco,Remote,Full-time,Entry,2023-06-25
843,Security Engineer,Small (51-200),Logistics,India,Bangalore,On-site,Contract,Entry,2024-01-11
844,DevOps Engineer,Small (51-200),Gaming,Sweden,Stockholm,On-site,Working Student,Entry,2023-08-08
845,Frontend Engineer,Medium (201-1000),E-Commerce,India,Hyderabad,Remote,Full-time,Entry,2024-05-22
846,iOS Developer,Startup (1-50),Gaming,Canada,Montreal,Remote,Full-time,Executive,2023-10-18
847,Security Engineer,Large (1001-5000),Gaming,Australia,Brisbane,Remote,Full-time,Senior,2023-07-13
848,Cloud Architect,Small (51-200),HealthTech,United States,Austin,Remote,Full-time,Senior,2024-02-10
849,Cloud Architect,Startup (1-50),Cybersecurity,Australia,Brisbane,Remote,Full-time,Entry,2023-04-15
850,Data Engineer,Small (51-200),Gaming,Sweden,Stockholm,Hybrid,Full-time,Senior,2023-05-06
851,Security Engineer,Medium (201-1000),Cybersecurity,Netherlands,Rotterdam,On-site,Contract,Lead,2023-10-07
852,Backend Engineer,Enterprise (5000+),EdTech,Spain,Barcelona,On-site,Working Student,Lead,2023-10-13
853,Data Engineer,Medium (201-1000),E-Commerce,United Kingdom,Bristol,Hybrid,Full-time,Entry,2023-01-31
854,Data Engineer,Startup (1-50),Consulting,United States,San Francisco,On-site,Full-time,Lead,2023-06-06
855,Business Intelligence Analyst,Startup (1-50),Logistics,France,Toulouse,Hybrid,Full-time,Entry,2024-04-22
856,Cloud Architect,Large (1001-5000),EdTech,Netherlands,Rotterdam,Hybrid,Full-time,Lead,2024-07-13
857,Frontend Engineer,Large (1001-5000),Logistics,Germany,Berlin,Hybrid,Contract,Entry,2024-04-15
858,Data Analyst,Medium (201-1000),Gaming,Germany,Berlin,On-site,Full-time,Executive,2023-05-18
859,Frontend Engineer,Startup (1-50),EdTech,France,Toulouse,Hybrid,Full-time,Lead,2024-12-02
860,DevOps Engineer,Small (51-200),Logistics,India,Mumbai,Hybrid,Full-time,Executive,2024-08-28
861,Cloud Architect,Medium (201-1000),FinTech,Switzerland,Basel,Hybrid,Full-time,Senior,2023-05-12
862,Security Engineer,Startup (1-50),Gaming,Canada,Vancouver,On-site,Full-time,Executive,2023-04-10
863,Backend Engineer,Medium (201-1000),SaaS,Switzerland,Geneva,Remote,Full-time,Lead,2024-10-25
864,Data Engineer,Medium (201-1000),EdTech,France,Toulouse,Remote,Full-time,Entry,2023-11-30
865,Cloud Architect,Enterprise (5000+),FinTech,Germany,Frankfurt,Hybrid,Full-time,Lead,2024-12-13
866,Software Engineer,Large (1001-5000),HealthTech,Australia,Brisbane,Hybrid,Full-time,Senior,2024-05-15
867,Backend Engineer,Enterprise (5000+),E-Commerce,United States,New York,On-site,Full-time,Lead,2024-09-21
868,Frontend Engineer,Large (1001-5000),HealthTech,France,Lyon,Hybrid,Working Student,Mid,2024-07-02
869,iOS Developer,Medium (201-1000),SaaS,Netherlands,Rotterdam,On-site,Full-time,Entry,2024-10-01
870,Security Engineer,Startup (1-50),Cybersecurity,Sweden,Stockholm,Hybrid,Full-time,Executive,2024-06-27
871,Machine Learning Engineer,Startup (1-50),Automotive,Australia,Melbourne,Hybrid,Full-time,Senior,2024-03-19
872,Backend Engineer,Large (1001-5000),Logistics,Spain,Valencia,Hybrid,Full-time,Mid,2024-11-18
873,Software Engineer,Small (51-200),Logistics,India,Hyderabad,Hybrid,Full-time,Executive,2023-10-02
874,Business Intelligence Analyst,Enterprise (5000+),SaaS,Spain,Valencia,Hybrid,Full-time,Lead,2024-01-09
875,Machine Learning Engineer,Medium (201-1000),HealthTech,Australia,Sydney,On-site,Full-time,Mid,2024-10-11
876,iOS Developer,Small (51-200),Gaming,Netherlands,Rotterdam,Remote,Full-time,Senior,2023-09-02
877,Machine Learning Engineer,Small (51-200),Logistics,United States,New York,On-site,Full-time,Entry,2024-07-27
878,Cloud Architect,Small (51-200),Automotive,Switzerland,Geneva,Remote,Full-time,Entry,2023-10-12
879,Data Analyst,Large (1001-5000),HealthTech,Spain,Valencia,On-site,Full-time,Entry,2023-11-18
880,Data Engineer,Medium (201-1000),Gaming,Poland,Krakow,Hybrid,Contract,Lead,2023-05-24
881,Business Intelligence Analyst,Startup (1-50),EdTech,Netherlands,Amsterdam,Hybrid,Contract,Executive,2023-09-15
882,Machine Learning Engineer,Startup (1-50),Cybersecurity,Australia,Sydney,On-site,Full-time,Executive,2024-02-04
883,Frontend Engineer,Small (51-200),Automotive,Sweden,Stockholm,Remote,Full-time,Mid,2024-03-26
884,Business Intelligence Analyst,Large (1001-5000),HealthTech,Switzerland,Geneva,Hybrid,Full-time,Entry,2023-11-21
885,DevOps Engineer,Medium (201-1000),Consulting,India,Mumbai,On-site,Working Student,Mid,2024-05-01
886,iOS Developer,Enterprise (5000+),FinTech,Sweden,Gothenburg,Remote,Part-time,Entry,2024-12-08
887,iOS Developer,Large (1001-5000),Consulting,Spain,Madrid,Hybrid,Working Student,Executive,2024-12-02
888,Machine Learning Engineer,Large (1001-5000),Automotive,United States,Boston,Remote,Working Student,Lead,2023-11-05
889,iOS Developer,Small (51-200),Gaming,United States,New York,On-site,Full-time,Mid,2023-02-04
890,DevOps Engineer,Large (1001-5000),Gaming,France,Paris,On-site,Full-time,Lead,2023-04-13
891,Product Manager,Medium (201-1000),EdTech,United Kingdom,Edinburgh,Hybrid,Part-time,Entry,2023-12-01
892,Software Engineer,Small (51-200),E-Commerce,Australia,Brisbane,Hybrid,Contract,Entry,2023-01-04
893,Cloud Architect,Medium (201-1000),SaaS,Switzerland,Zurich,Hybrid,Full-time,Senior,2024-06-12
894,Business Intelligence Analyst,Medium (201-1000),E-Commerce,Sweden,Stockholm,Hybrid,Contract,Lead,2023-09-24
895,iOS Developer,Startup (1-50),Gaming,United Kingdom,Edinburgh,Hybrid,Full-time,Mid,2024-08-07
896,Software Engineer,Enterprise (5000+),Logistics,Netherlands,Amsterdam,Hybrid,Working Student,Executive,2023-07-23
897,Data Analyst,Large (1001-5000),E-Commerce,France,Toulouse,Hybrid,Full-time,Entry,2023-04-02
898,Business Intelligence Analyst,Startup (1-50),Logistics,Canada,Toronto,Hybrid,Full-time,Entry,2024-11-20
899,Machine Learning Engineer,Small (51-200),Automotive,Australia,Sydney,On-site,Contract,Mid,2023-10-22
900,Frontend Engineer,Large (1001-5000),Automotive,Sweden,Gothenburg,On-site,Full-time,Mid,2024-11-24
901,Data Analyst,Small (51-200),SaaS,Netherlands,Rotterdam,Remote,Working Student,Lead,2024-09-24
902,Backend Engineer,Large (1001-5000),Consulting,Australia,Sydney,Remote,Full-time,Executive,2024-12-10
903,Machine Learning Engineer,Large (1001-5000),HealthTech,Switzerland,Basel,Hybrid,Full-time,Lead,2024-07-24
904,Backend Engineer,Large (1001-5000),Cybersecurity,Germany,Berlin,On-site,Working Student,Mid,2024-12-27
905,Software Engineer,Enterprise (5000+),Gaming,Sweden,Stockholm,Hybrid,Full-time,Senior,2024-11-18
906,Product Manager,Enterprise (5000+),Logistics,Canada,Toronto,Remote,Full-time,Entry,2023-12-14
907,Data Engineer,Enterprise (5000+),Consulting,Australia,Sydney,Hybrid,Full-time,Senior,2023-02-15
908,iOS Developer,Large (1001-5000),Cybersecurity,United Kingdom,Bristol,Remote,Contract,Senior,2023-09-28
909,Frontend Engineer,Medium (201-1000),E-Commerce,India,Pune,Hybrid,Full-time,Mid,2024-07-23
910,DevOps Engineer,Small (51-200),FinTech,Spain,Valencia,Remote,Full-time,Entry,2024-04-26
911,Security Engineer,Large (1001-5000),Logistics,France,Paris,Remote,Contract,Lead,2023-02-11
912,Security Engineer,Large (1001-5000),E-Commerce,Australia,Melbourne,Hybrid,Full-time,Executive,2023-05-07
913,Machine Learning Engineer,Small (51-200),Automotive,Canada,Toronto,On-site,Part-time,Senior,2024-07-30
914,Machine Learning Engineer,Startup (1-50),Gaming,Spain,Valencia,Hybrid,Full-time,Executive,2023-03-20
915,Cloud Architect,Medium (201-1000),HealthTech,Netherlands,Rotterdam,Remote,Full-time,Entry,2024-02-08
916,Data Engineer,Small (51-200),Logistics,Canada,Montreal,Remote,Full-time,Senior,2024-04-09
917,Business Intelligence Analyst,Medium (201-1000),Logistics,Spain,Barcelona,On-site,Full-time,Entry,2023-11-29
918,Machine Learning Engineer,Medium (201-1000),HealthTech,Sweden,Stockholm,Hybrid,Full-time,Entry,2024-07-14
919,Data Engineer,Medium (201-1000),Gaming,Poland,Krakow,Remote,Working Student,Lead,2023-04-02
920,Data Analyst,Large (1001-5000),E-Commerce,Germany,Munich,Remote,Contract,Lead,2023-05-04
921,Frontend Engineer,Enterprise (5000+),Consulting,France,Lyon,Remote,Full-time,Senior,2024-06-08
922,DevOps Engineer,Large (1001-5000),HealthTech,Netherlands,Rotterdam,Remote,Full-time,Lead,2024-03-08
923,Data Analyst,Large (1001-5000),Logistics,Canada,Montreal,Remote,Full-time,Lead,2024-11-23
924,Cloud Architect,Large (1001-5000),HealthTech,Netherlands,Utrecht,Hybrid,Full-time,Mid,2023-10-25
925,Data Engineer,Medium (201-1000),Automotive,Australia,Melbourne,Remote,Full-time,Lead,2023-09-12
926,iOS Developer,Startup (1-50),EdTech,India,Mumbai,Hybrid,Working Student,Executive,2023-04-21
927,Frontend Engineer,Large (1001-5000),Automotive,India,Mumbai,Hybrid,Full-time,Entry,2023-12-30
928,Data Engineer,Startup (1-50),E-Commerce,France,Toulouse,Remote,Full-time,Executive,2023-07-06
929,Data Engineer,Medium (201-1000),Logistics,Switzerland,Zurich,Hybrid,Part-time,Lead,2024-09-30
930,Data Analyst,Small (51-200),Automotive,France,Lyon,Remote,Working Student,Mid,2024-11-20
931,Product Manager,Startup (1-50),Logistics,United States,Austin,Hybrid,Full-time,Entry,2024-04-16
932,Cloud Architect,Large (1001-5000),Cybersecurity,Sweden,Gothenburg,Hybrid,Contract,Executive,2024-01-05
933,iOS Developer,Small (51-200),FinTech,Sweden,Gothenburg,Remote,Full-time,Entry,2024-12-13
934,Machine Learning Engineer,Small (51-200),EdTech,Netherlands,Amsterdam,Hybrid,Full-time,Lead,2023-07-15
935,DevOps Engineer,Large (1001-5000),E-Commerce,United States,Seattle,Hybrid,Full-time,Mid,2024-12-20
936,DevOps Engineer,Large (1001-5000),Cybersecurity,Australia,Melbourne,Hybrid,Full-time,Entry,2024-02-06
937,Software Engineer,Large (1001-5000),Cybersecurity,Germany,Hamburg,On-site,Contract,Entry,2024-09-02
938,Software Engineer,Large (1001-5000),Cybersecurity,Sweden,Gothenburg,Hybrid,Full-time,Lead,2024-11-25
939,Security Engineer,Enterprise (5000+),EdTech,Australia,Sydney,Remote,Full-time,Entry,2023-03-07
940,Frontend Engineer,Startup (1-50),Consulting,France,Toulouse,Hybrid,Working Student,Lead,2024-04-04
941,Software Engineer,Medium (201-1000),Logistics,Sweden,Gothenburg,Hybrid,Full-time,Mid,2023-08-26
942,Business Intelligence Analyst,Enterprise (5000+),Logistics,India,Hyderabad,On-site,Part-time,Senior,2023-05-15
943,Security Engineer,Large (1001-5000),Consulting,France,Toulouse,On-site,Full-time,Lead,2024-04-28
944,iOS Developer,Large (1001-5000),Cybersecurity,United Kingdom,Manchester,Remote,Full-time,Entry,2024-05-18
945,DevOps Engineer,Small (51-200),FinTech,United States,Austin,Remote,Full-time,Senior,2024-01-03
946,Cloud Architect,Small (51-200),FinTech,France,Lyon,On-site,Contract,Mid,2023-03-07
947,Data Engineer,Small (51-200),Automotive,Canada,Vancouver,Remote,Full-time,Executive,2023-12-15
948,Product Manager,Small (51-200),Cybersecurity,Canada,Toronto,On-site,Contract,Senior,2024-11-16
949,DevOps Engineer,Startup (1-50),Cybersecurity,United States,San Francisco,On-site,Contract,Lead,2023-04-15
950,Product Manager,Small (51-200),Consulting,India,Bangalore,Hybrid,Contract,Entry,2023-06-10
951,Security Engineer,Enterprise (5000+),E-Commerce,Sweden,Gothenburg,Hybrid,Contract,Lead,2024-10-24
952,Data Analyst,Small (51-200),FinTech,Canada,Vancouver,Hybrid,Full-time,Entry,2023-09-09
953,iOS Developer,Small (51-200),Gaming,Australia,Melbourne,Remote,Full-time,Executive,2024-01-05
954,Machine Learning Engineer,Enterprise (5000+),Gaming,Spain,Valencia,Hybrid,Full-time,Mid,2024-02-28
955,Product Manager,Startup (1-50),EdTech,Switzerland,Geneva,Hybrid,Contract,Senior,2023-03-13
956,Backend Engineer,Small (51-200),FinTech,United States,Seattle,Hybrid,Full-time,Lead,2024-11-07
957,Business Intelligence Analyst,Enterprise (5000+),EdTech,Spain,Madrid,On-site,Full-time,Entry,2023-11-08
958,Backend Engineer,Medium (201-1000),E-Commerce,Sweden,Gothenburg,On-site,Full-time,Entry,2024-12-18
959,Cloud Architect,Enterprise (5000+),Logistics,Switzerland,Geneva,Hybrid,Full-time,Mid,2024-12-15
960,Frontend Engineer,Medium (201-1000),Gaming,Canada,Montreal,Remote,Full-time,Mid,2023-05-10
961,Machine Learning Engineer,Enterprise (5000+),E-Commerce,India,Pune,Hybrid,Full-time,Entry,2023-01-24
962,Business Intelligence Analyst,Small (51-200),Gaming,Germany,Stuttgart,On-site,Full-time,Senior,2024-06-01
963,Backend Engineer,Enterprise (5000+),HealthTech,United States,San Francisco,Hybrid,Full-time,Senior,2024-04-04
964,Security Engineer,Large (1001-5000),Cybersecurity,France,Toulouse,Hybrid,Full-time,Entry,2024-08-02
965,Backend Engineer,Medium (201-1000),Cybersecurity,Sweden,Stockholm,Hybrid,Contract,Senior,2024-11-19
966,Product Manager,Startup (1-50),Consulting,United Kingdom,Bristol,Hybrid,Full-time,Mid,2024-04-10
967,Security Engineer,Large (1001-5000),E-Commerce,United States,New York,Remote,Full-time,Lead,2024-05-02
968,Data Engineer,Enterprise (5000+),Gaming,Netherlands,Rotterdam,Hybrid,Full-time,Senior,2023-09-28
969,Cloud Architect,Large (1001-5000),Gaming,Poland,Krakow,Hybrid,Working Student,Lead,2023-06-16
970,DevOps Engineer,Small (51-200),EdTech,United Kingdom,Manchester,On-site,Full-time,Lead,2023-05-01
971,DevOps Engineer,Startup (1-50),Consulting,Sweden,Stockholm,Hybrid,Working Student,Lead,2023-05-02
972,Data Engineer,Medium (201-1000),E-Commerce,Poland,Krakow,Hybrid,Full-time,Entry,2023-05-01
973,Backend Engineer,Medium (201-1000),E-Commerce,Canada,Vancouver,Hybrid,Contract,Senior,2024-08-26
974,iOS Developer,Small (51-200),FinTech,Switzerland,Zurich,Remote,Part-time,Senior,2023-05-06
975,Data Engineer,Large (1001-5000),Logistics,India,Pune,Hybrid,Full-time,Entry,2023-12-12
976,Security Engineer,Small (51-200),Logistics,Switzerland,Geneva,On-site,Full-time,Executive,2024-04-05
977,Data Analyst,Startup (1-50),Gaming,Spain,Barcelona,On-site,Full-time,Senior,2024-02-01
978,Backend Engineer,Startup (1-50),Automotive,Netherlands,Rotterdam,On-site,Contract,Executive,2024-10-23
979,Security Engineer,Enterprise (5000+),Automotive,United States,New York,Hybrid,Contract,Entry,2024-07-28
980,Cloud Architect,Startup (1-50),Cybersecurity,Spain,Madrid,Remote,Full-time,Executive,2023-02-24
981,Machine Learning Engineer,Enterprise (5000+),EdTech,Poland,Wroclaw,On-site,Full-time,Lead,2023-07-04
982,Machine Learning Engineer,Enterprise (5000+),Cybersecurity,Germany,Hamburg,Hybrid,Contract,Mid,2023-11-25
983,Software Engineer,Startup (1-50),FinTech,Switzerland,Basel,Hybrid,Full-time,Lead,2024-06-24
984,iOS Developer,Startup (1-50),Automotive,Canada,Vancouver,On-site,Full-time,Entry,2023-05-28
985,Data Engineer,Medium (201-1000),FinTech,United Kingdom,Edinburgh,On-site,Full-time,Mid,2024-09-21
986,Software Engineer,Medium (201-1000),Gaming,Canada,Toronto,Hybrid,Full-time,Entry,2023-11-28
987,Data Engineer,Small (51-200),SaaS,France,Lyon,Remote,Full-time,Entry,2024-05-19
988,Data Engineer,Startup (1-50),HealthTech,India,Mumbai,Hybrid,Full-time,Senior,2024-05-10
989,Cloud Architect,Startup (1-50),HealthTech,Germany,Frankfurt,Remote,Working Student,Mid,2023-09-10
990,iOS Developer,Large (1001-5000),EdTech,India,Hyderabad,Hybrid,Contract,Executive,2023-07-28
991,Product Manager,Small (51-200),EdTech,United Kingdom,Edinburgh,Hybrid,Full-time,Mid,2024-04-07
992,DevOps Engineer,Medium (201-1000),FinTech,Germany,Berlin,Hybrid,Full-time,Executive,2024-05-08
993,iOS Developer,Medium (201-1000),EdTech,France,Toulouse,On-site,Full-time,Lead,2023-10-16
994,Security Engineer,Enterprise (5000+),HealthTech,Germany,Munich,Remote,Full-time,Executive,2023-05-24
995,Frontend Engineer,Enterprise (5000+),Consulting,Sweden,Gothenburg,Hybrid,Contract,Mid,2024-10-12
996,DevOps Engineer,Small (51-200),SaaS,France,Toulouse,Hybrid,Full-time,Senior,2024-04-15
997,Software Engineer,Startup (1-50),FinTech,Poland,Krakow,Hybrid,Full-time,Mid,2024-11-19
998,Product Manager,Large (1001-5000),HealthTech,United Kingdom,Bristol,Hybrid,Contract,Lead,2024-07-05
999,Cloud Architect,Medium (201-1000),Cybersecurity,Germany,Frankfurt,On-site,Full-time,Entry,2024-01-02
1000,Security Engineer,Startup (1-50),Logistics,Switzerland,Zurich,Hybrid,Working Student,Entry,2023-01-10
1001,Software Engineer,Medium (201-1000),Automotive,Netherlands,Utrecht,Remote,Contract,Senior,2023-08-15
1002,Backend Engineer,Medium (201-1000),Cybersecurity,Netherlands,Rotterdam,Hybrid,Part-time,Entry,2023-08-03
1003,Cloud Architect,Startup (1-50),Logistics,Germany,Munich,On-site,Full-time,Lead,2023-06-24
1004,Cloud Architect,Enterprise (5000+),E-Commerce,India,Hyderabad,Hybrid,Full-time,Executive,2023-03-08
1005,Business Intelligence Analyst,Enterprise (5000+),FinTech,United Kingdom,Edinburgh,Hybrid,Full-time,Mid,2024-12-10
1006,Business Intelligence Analyst,Enterprise (5000+),Gaming,Spain,Valencia,On-site,Full-time,Senior,2024-10-18
1007,Software Engineer,Large (1001-5000),HealthTech,Spain,Valencia,On-site,Full-time,Senior,2024-11-27
1008,DevOps Engineer,Enterprise (5000+),SaaS,India,Mumbai,On-site,Contract,Senior,2023-02-18
1009,Product Manager,Medium (201-1000),HealthTech,France,Lyon,Remote,Full-time,Lead,2024-08-08
1010,Security Engineer,Startup (1-50),Consulting,Germany,Munich,On-site,Full-time,Lead,2023-11-15
1011,Software Engineer,Large (1001-5000),Consulting,United States,San Francisco,On-site,Full-time,Lead,2023-09-14
1012,DevOps Engineer,Medium (201-1000),EdTech,Netherlands,Amsterdam,On-site,Contract,Mid,2023-08-31
1013,Business Intelligence Analyst,Startup (1-50),HealthTech,United States,Boston,Hybrid,Full-time,Lead,2023-03-04
1014,Backend Engineer,Small (51-200),FinTech,Germany,Frankfurt,Remote,Contract,Entry,2023-11-05
1015,Frontend Engineer,Startup (1-50),Automotive,Poland,Wroclaw,Hybrid,Full-time,Entry,2024-01-26
1016,Business Intelligence Analyst,Small (51-200),Cybersecurity,Switzerland,Zurich,On-site,Contract,Lead,2023-01-11
